0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,50
4,113
4.5,183
5,253
5.5,342
6,430
6.5,569
7,707
7.5,891
8,1075
8.5,1306
9,1537
9.5,1796
10,2054
10.5,2302
11,2549
11.5,2750
12,2876
12.5,2950
13,2982
13.5,2995
14,2998
14.5,3000
15,3000
15.5,3000
16, 3000
16.5,3000
17,3000
17.5,3000
18,3000
18.5,3000
19,3000
19.5,3000
20,3000
20.5,3000
21,3000
21.5,3000
22,3000
22.5,3000
23,3000
23.5,3000
24,3000
24.5,3000
25,3000
25.5,0
26,0
